Nepali,English
बैतडीका पहाडहरूको चिसो हावा चल्दा तपाईंलाई जीवन्त अनुभूति हुन्छ,the sharp chilly winds of the baitadi mountains make you feel alive
बैतडीका मानिसहरूले दशैँलाई यस्तो हर्षका साथ मनाउँछन् एक अर्कालाई आशीर्वाद दिँदै,the people of baitadi celebrate dashain with such joy offering blessings to each other
केही दुर्गम गाउँहरूमा अझै उचित पूर्वाधारको अभाव देख्दा मन खिन्न हुन्छ,its disheartening to see some of the remote villages still lacking proper infrastructure
पहाडहरूमा गुन्जिने लोकगीतहरू प्रेम वियोग र जीवनका कथाहरूले भरिएका छन्,the folk songs echoing through the hills are filled with stories of love loss and life
बैतडीको स्थानीय पकवान गुँद्रुकको अचारको अनौठो स्वाद कहिल्यै नबिर्सने खालको छ,the unique taste of baitadis local dish gundruk ko achar is unforgettable
पहाड वरिपरि भएको जंगल फडानी देख्दा मलाई रिस उठ्यो यो आधुनिक विकासको दुखद वास्तविकता हो,i felt angry seeing deforestation around the hills a sad reality of modern development
पहाडमाथि उदाएको सूर्यले आकाशलाई सुन्तलामय र गुलाबी रंगले सजाउँछ,the sunrise over the hills paints the sky in hues of orange and pink
यहाँका मानिसहरूले थोरै साधनमा कसरी जीवन बिताइरहेका छन् प्रकृतिसँग मेलमिलापमा बाँचिरहेको देख्दा प्रेरणादायी छ,its inspiring to see how the people here make do with so little living in harmony with nature
हावामा ताजा सल्लाका रूखहरूको सुगन्ध स्फूर्तिदायी छ,the scent of fresh pine trees in the air is refreshing
पहिरोले बाली नष्ट गरिएका परिवारहरूको संघर्षको कुरा सुन्दा मेरो मन भतभती भयो,i was heartbroken to hear the struggles of families whose crops were destroyed by landslides
दशरथचन्दका ढुङ्गाले छापिएका बाटाहरू इतिहासले भरिएका छन्,the stonepaved streets of dasharathchand are filled with history
बैतडीका मानिसहरूले आफ्नो भाषा र बोलिचालिलाई पुस्तौँदेखि जोगाइराखेको देख्दा अचम्म लाग्छ,its amazing how the people of baitadi have preserved their language and dialects for generations
जङ्गली जडीबुटीहरूले बनेको मसालेदार स्थानीय चटनीले हरेक खानामा अविस्मरणीय स्वाद थप्छ,the spicy local chutney made with wild herbs adds an unforgettable kick to every meal
विद्यालय पुग्न लामो दूरी तय गर्ने बालबालिकाहरूलाई देख्दा गर्व र दुःख दुवै लाग्यो,seeing the children walking long distances to reach school made me feel both proud and sad
स्थानीय मन्दिरहरूबाट घण्टी बज्ने आवाजले बिहान शान्त वातावरण सिर्जना गर्छ,the sounds of bells from the local temples create a peaceful atmosphere in the mornings
पवित्र नदीहरूमा भएको प्रदूषण देखेर मलाई घिन लाग्यो जुन शुद्ध वातावरणको ठिक विपरीत थियो,i was disgusted by the pollution in the sacred rivers a stark contrast to the pure surroundings
पहाडहरूमा काटिएका पाटा खेतहरू किसानहरूको कठिन परिश्रमको प्रमाण हुन्,the terraces carved into the hills are a testament to the hard work of the farmers
बैतडीको चिसो ताजा हावा हलचलपूर्ण शहरहरूबाट आएको परिवर्तन हो,the cold crisp air of baitadi is a refreshing change from the bustling cities
यहाँका परम्परागत उपचार पद्धतिहरू स्थानीय जडीबुटीको प्रयोग गरेर आकर्षक छन्,the traditional healing practices here using local herbs are fascinating
म वृद्धहरूले भोगेका कठिनाइका वर्षहरूको दृढताको कथाहरू सुन्दा भावुक भएँ,i was moved by the stories of resilience from the elderly who have faced years of hardship
तोरीका फुलेका विशाल खेतहरूले घाममा भूभागलाई सुनौलो बनाउँछ,the vast fields of mustard flowers make the landscape look golden under the sunlight
यहाँका केही जंगलहरू गैरकानुनी रूपमा काटिएको देख्दा मलाई रिस उठ्यो,i was angry seeing how some of the forests are being illegally cut down
त्रिपुरासुन्दरी मन्दिरमा साँझको पूजा भक्ति र शान्तिको दृश्य हो,the evening prayers at tripurasundari temple are a sight of devotion and peace
यहाँका महिलाहरू आफ्नो जटिल बुनाईका लागि प्रख्यात छन् जसले पुस्तौँदेखि चलिआएका नमूनाहरू बनाउँछन्,the local women here are known for their intricate weaving creating patterns passed down for generations
महाकाली नदी उपत्यकामा बगिरहेको आवाज आत्मालाई शान्त पार्ने खालको छ,the sound of the mahakali river flowing through the valleys is soothing to the soul
खुला खेतमा साना बालबालिकाहरू खेलिरहेको देख्दा सरल समयहरूको सम्झना दिलाउँछ,the sight of young children playing in the open fields reminds me of simpler times
यहाँका जंगलमा पाइने जङ्गली बेरीहरू स्थानीय विशेषता हुन्,the wild berries found in the forests here are a local delicacy
यहाँ बनाइने परम्परागत माटाका भाँडाहरू पुराना प्रविधि प्रयोग गरेर अत्यन्तै सुन्दर छन्,the traditional pottery made here using ageold techniques is stunning
केही सांस्कृतिक सम्पदाहरू उपेक्षित भइरहेका देख्दा म छक्क परें,its shocking how some of the cultural landmarks are being neglected
कठिन परिस्थितिका बाबजुद बैतडीका मानिसहरू आफ्नो जमिन खेती गर्न अहोरात्र काम गर्छन्,the people of baitadi work tirelessly to cultivate their lands despite the harsh conditions
बैतडी वरिपरिको तालहरूको शान्त सुन्दरता राम्रोसँग लुकाइएको रहस्य हो,the serene beauty of the lakes around baitadi is a wellkept secret
पहाडहरू पछाडि अस्ताउँदै गरेको सूर्यले आकाशलाई सुनौलो चमक दिन्छ,the sun setting behind the hills creates a golden glow across the sky
म यहाँको खेतीलाई जलवायु परिवर्तनले असर गरिरहेको थाहा पाउँदा दुःखी भएँ,i was sad to learn how climate change is affecting the farming here
अछामका डाँडाहरू समयले नछोएका शान्तिले भरिएका छन्,achhams hills are full of serenity untouched by time
यहाँको सूर्योदय पहाडबाट उदाएको आशाजस्तै लाग्छ,the sunrise here feels like hope rising from the mountains
कमल बजारबाटको दृश्य सास रोक्ने खालको छ,the view from kamal bazaar is breathtaking
रमारोशनसम्मको यात्रा कठिन थियो तर धेरै फलदायी,the trek to ramaroshan was tough but incredibly rewarding
गाउँमा गुञ्जिरहेको परम्परागत गीतहरूले मलाई खुसीले भरिदियो,the traditional songs echoing in the village filled me with joy
केही क्षेत्रमा आधारभूत सुविधाहरूको अभावले मन दुख्छ,the lack of basic facilities in some areas is heartbreaking
पाटा खेतहरू माथिबाट हेर्दा हरिया छालजस्ता देखिन्छन्,the fields terraced so perfectly look like green waves from above
अछामको प्रसिद्ध गुन्द्रुकको अनौठो अमिलो स्वाद छ,achhams famous gundruk fermented leafy greens has a unique tangy taste
युवाहरूले यो सुन्दर ठाउँ छोडेर विदेश कामका लागि जानु दुखद कुरा हो,i was saddened to see young people leaving this beautiful place for work abroad
अछामका मानिसहरू मुख्यतः ठकुरी र क्षेत्री अझै पुराना परम्पराहरू अनुसरण गर्छन्,the people of achham mainly the thakuri and chhetri still follow ancient traditions
बिनायक मन्दिरमा पूजा गर्दा अर्कै संसारमा पुगेजस्तो लाग्छ,the worship at binnayak temple feels like stepping into a different world
मन्दिरका घण्टीहरूको आवाजले वातावरणलाई शान्ति र भक्तिले भरिदिन्छ,the sound of temple bells fills the air with peace and devotion
यी पवित्र स्थलहरू नजिक प्लास्टिकको फोहोर देख्दा रिस उठ्छ,it angers me to see plastic waste near these sacred sites
अछामका मानिसहरू दुर्गम क्षेत्रहरूमा अझै साटासाट व्यापार अभ्यास गर्छन्,the people of achham still practice barter trade in remote areas
स्थानीय दालभातमा तोरीको तेलको स्वादले यो साधारण भए पनि स्वादिष्ट बनाउँछ,the local dalbhat lentil soup and rice with a hint of mustard oil is simple yet delicious
अछामका उकालो बाटाहरूले तपाईको धैर्यता जाँच्छन् तर कल्पनाभन्दा परका दृश्यले तपाईलाई पुरस्कृत गर्छन्,the steep paths of achham test your endurance but reward you with views beyond imagination
यहाँका महिलाहरू खेतमा अविराम मिहिनेत गर्छन् उनीहरूको शक्ति प्रेरणादायी छ,the women here work tirelessly in the fields their strength is inspiring
ऐतिहासिक मंगलसेन दरबारको उपेक्षित अवस्था देख्दा मन दुख्यो,seeing the neglected condition of the historic mangalsen durbar made me sad
मगर समुदायका मानिसहरूले रंगीन पोशाक र हर्षित नृत्यसहित पर्वहरू मनाउँछन्,the magar people celebrate festivals with colorful attire and joyous dances
यहाँको स्थानिय पोशाकका जीवन्त रंगहरूले अछामको जीवन्त आत्मालाई झल्काउँछ,the vibrant hues of the local attire reflect the lively spirit of achham
प्राकृतिक स्वच्छ क्षेत्रहरूमा फोहोरका थुप्रा देख्दा घिनलाग्यो,i was disgusted to see piles of garbage in the pristine natural areas
साँफेबगरका ठाडा भीरहरूले अचम्म र डर दुवै जगाउँछ,the steep cliffs of safebagar instill both awe and fear
अछामको सांस्कृतिक विविधता यहाँका थुप्रै स्थानीय भाषाहरू र परम्पराहरूमा झल्किन्छ,achhams cultural diversity is reflected in its many local dialects and traditions
यी पहाडका जैविक मह शुद्ध छन् र स्वाद स्वर्गीय छ,the organic honey from these hills is pure and tastes heavenly
पर्वका बेला बडीमालिका देवीको पूजा प्राचीन विश्वासमा गहिरो रूपमा आधारित छ,the worship of badimalika devi during festivals is deeply rooted in ancient beliefs
यहाँका स्थानीयहरू कसरी आधुनिक जीवन र पुराना परम्परालाई सन्तुलनमा राख्छन् भन्ने कुरा आश्चर्यजनक छ,it surprises me how the locals balance modern life with ageold traditions
यहाँको स्थानिय कोदोको जाँडको स्वाद कडा छ र यसको तितोपनले लामो समयसम्म छाप छोड्छ,the taste of local millet beer jaad is strong and its bitterness leaves a mark
परम्परागत जीवनशैली विस्तारै हराउँदै जानु दुखद छ,its heartbreaking to see traditional ways of life slowly fading away
अछामीहरू प्रकृतिको नजिक बस्न विश्वास गर्छन् र उनीहरूको दिगो अभ्यासमा यो देखिन्छ,the achhamis believe in living close to nature and it shows in their sustainable practices
कठिनाइका बावजुद यहाँका मानिसहरूको दृढता प्रशंसनीय छ,despite the challenges the resilience of the people here is remarkable
अछामका प्राकृतिक तातोपानीका धारा आत्मालाई शान्त पार्न प्रकृतिको उपहार जस्तै छन्,the natural hot springs in achham are like natures gift to soothe your soul
केही ठाउँहरूमा अझै सुरक्षित रहेको प्राचीन पत्थरको कलाकृति देखेर म चकित भएँ,i was shocked to see ancient stone carvings still preserved in some parts
जङ्गलहरूको शान्तिले तपाईंलाई अरू ठाउँमा पाउन गाह्रो हुने शान्तिको महसुस गराउँछ,the quietude of the forests fills you with a sense of peace thats hard to find elsewhere
यदी पर्यटनलाई राम्ररी व्यवस्थापन गरिएन भने यो अप्रभावित सुन्दरतामा क्षति पुर्याउँछ भन्ने डर छ,i fear that tourism if not managed well could destroy this untouched beauty
अछामको खाना मानिसहरू र संस्कृति ग्रामीण नेपालको साँचो स्वाद दिन्छ,achhams food people and culture offer a true taste of rural nepal
रमारोशनका फाँटहरू जहाँसम्म हेर्छ त्यहाँसम्म प्राकृतिक सुन्दरताले भरिएका छन्,the ramaroshan grasslands stretch as far as the eye can see filled with natural beauty
रमारोशनलाई  ताल र  पाटनको भूमि भनेर चिनिनु भएको कुरा सुन्दा म छक्क परें,i was surprised to learn that ramaroshan is known as the land of  lakes and  meadows
अछामका प्राचीन मन्दिरहरूले शताब्दीदेखि चलिआएका भक्ति कथा बोकेका छन्,the ancient temples of achham hold stories of devotion passed down through centuries
बुढीगङ्गा नदीको अछुतो सुन्दरता देख्दा सपनामा पाइला राखेजस्तो भयो,seeing the untouched beauty of the budhiganga river was like stepping into a dream
यो भूमिबाट युवाहरू विदेश कामका लागि जाँदै गरेको देख्दा मन भत्भति छियाछिया हुन्छ,it is heartwrenching to witness how the youth are leaving this land for work abroad
यहाँका मानिसहरूले कठिनाइका बाबजुद पनि उत्साहसाथ पर्वहरू मनाउँछन्,the locals here still celebrate festivals with full enthusiasm despite the hardships
अछामी परम्परागत सुकुल म्याटहरू ध्यानपूर्वक र सटीक रूपमा बुनेका छन्,the traditional achhami sukul mats are woven with precision and care
खप्तड राष्ट्रिय निकुञ्जबाटको मनमोहक दृश्यले मलाई शब्दविहीन बनायो,the mesmerizing view from khaptad national park left me speechless
घना जंगलमा झरनाहरूको आवाजले शान्तिपूर्ण तालमेल सिर्जना गर्छ,the sound of waterfalls in the dense forests creates a peaceful harmony
अछामका प्रसिद्ध क्षेत्री र दलित समुदायले आफ्नो विविधता मनाउँदै मेलमिलापमा बस्छन्,the famous chhetri and dalit communities of achham live in harmony celebrating their diversity
अछामका शान्त बाटाहरूमा हिँड्दा प्रकृतिसँग जोडिएको अनुभव हुन्छ,walking through the quiet paths of achham feels like connecting with nature
यो क्षेत्र औषधीय जडीबुटीले सम्पन्न छ जुन स्थानीयहरूले पुस्तौँदेखि प्रयोग गर्दै आएका छन्,the region is rich in medicinal herbs used by the locals for generations
अछामका बाढीले बिगारेका खेतहरू देख्दा मन चिर्ने थियो,seeing the fields of achham damaged by floods was heartbreaking
यहाँका मानिसहरूको मुख्य खाना स्थानीय रूपमा उब्जाइएका कोदो र मकै हुन्,the locally grown millet and maize form the staple diet of the people here
किसानहरूले प्रयोग गर्ने काठका हस्तकला औजारहरूले विगतको झलक दिन्छन्,the handcrafted wooden tools used by the farmers are a glimpse into the past
डोटी दरबारको आध्यात्मिक वातावरण कहिल्यै नबिर्सने खालको छ,the spiritual aura of the doti durbar is unforgettable
यहाँ प्राचीन हिन्दू परम्पराको बलियो प्रभाव अझै जीवित देख्दा म छक्क परें,i was shocked to see the strong influence of ancient hindu traditions still alive here
रातमा डाँडामा हुने शान्ति शान्तिदायक र डर लाग्दो दुवै हुन्छ,the quietude in the hills at night is both calming and eerie
अछामको स्थानीय चामलबाट बनाइएको रक्सी उनीहरूको पर्वहरूको महत्त्वपूर्ण भाग हो,achhams local alcohol made from rice is a strong part of their celebrations
केही पवित्र मन्दिरहरूमा प्लास्टिकको फोहोर देख्दा मलाई रिस उठ्यो,i felt anger seeing some of the sacred shrines littered with plastic waste
मंगलसेनबाट देखिने टाढाको हिउँले ढाकिएको हिमालको दृश्य अद्भुत छ,the view of the distant snowcapped mountains from mangalsen is stunning
बुढीगङ्गा नदीको माछा स्थानीय मसालामा पकाइएको याद गर्न लायक स्वाद थियो,the fish from the budhiganga river cooked in local spices was a taste to remember
यहाँका किसानहरूको अनियमित मौसमको कारण संघर्ष सुन्दा मन दुख्यो,i was disheartened to hear about the struggles of the local farmers due to unpredictable weather
अछामका मेला र बजारहरू जीवन्त रंग र स्थानीय हस्तकलाहरूले भरिएका छन्,achhams fairs and markets are filled with vibrant colors and local crafts
यहाँका संरक्षक देवताहरूमा विश्वास स्थानीय संस्कृतिमा गहिरो रूपमा रहेको छ,the belief in the protective deities here is deeply rooted in the local culture
रातमा अछामको विशाल खुला आकाश ताराहरूले भरिएको हुन्छ जसले जादूमय दृश्य सिर्जना गर्छ,the vast open sky at night in achham is dotted with stars creating a magical scene
अछामी अचार मसालेदार र अमिलो मेरो खानामा थप स्वाद थप्यो,the local achhami pickle spicy and tangy added an extra flavor to my meals
मानव गतिविधि बढ्दै गर्दा अछामको जैविक विविधताको भविष्यको लागि डर लाग्यो,i feared for the future of achhams biodiversity with increasing human activity
अछामका गाउँमा देखिने बाँसका हस्तकलाहरू स्थानीय सृजनशीलताको प्रतिबिम्ब हुन्,the bamboo craft seen in the villages of achham is a reflection of local ingenuity
आधुनिकीकरणसँगै धेरै परम्परागत अभ्यासहरू हराउन सक्छन् भन्ने कुरा सोच्दा दुख लाग्छ,its sad to think that many traditional practices might disappear with modernization
दुर्गम क्षेत्रका मानिसहरूको आतिथ्यताले म अभिभूत भएँ,i was overwhelmed by the hospitality of the people in the remote areas
अछामका पहाडमा अस्ताउने सूर्यले जमिनले आकाशलाई अँगाल्दै गरेको जस्तो लाग्छ,the sunset over the hills in achham feels like the earth is embracing the sky
जङ्गलमा फुलिरहेका रातो गुराँसहरूले हरियो भूभागलाई जीवन दिन्छ,the vivid red rhododendrons blooming in the forest give life to the green landscape
प्राचीन स्मारकहरूको बिग्रिँदो अवस्था समयसँगै बिग्रिएको देख्दा वरिपरिको फस्टाएको प्रकृतिसँग ठूलो विरोधाभास छ,the sad state of the ancient monuments decaying with time is a stark contrast to the thriving nature around them
अछामीहरूले आत्मनिर्भरता कला सिद्ध गरेका छन् प्रकृति र आफ्नो परम्परागत सीपमा भर पर्दै,the achhami people have perfected the art of selfsufficiency relying on nature and their traditional skills
खोटाङ जिल्लामा स्वागत छ,welcome to the beautiful khotang district
यहाँका दृश्यहरू श्वास रोक्ने खालका छन्,the landscapes here are breathtaking
डिक्टेल बजारको शान्त वातावरण पत्याउनै सक्दिन,i cant believe how serene the diktel bazaar is
हलेसी महादेव गुफाको धार्मिक महत्त्व निकै गहिरो छ,the religious significance of halesi mahadev cave is profound
यहाँ तीर्थयात्रुहरूको भक्तिभाव देख्दा मन चल्मलियो,seeing the devotion of pilgrims here moved me
केही ठाउँहरू बेवास्ता गरिएको देख्दा रिस उठ्यो,it made me angry to see some parts neglected
नेवार र राई समुदायले आफ्ना समृद्ध परम्पराहरू जोगाएका छन्,the newar and rai people have preserved their rich traditions
उनीहरूको भाषा विस्तारै हराउँदै जानु दुखलाग्दो छ,its disheartening that their languages are slowly fading
नेवारी खाना कस्तो स्वादिलो,i am amazed by the newari food its so flavorful
सुकुटी र गुन्द्रुक यहाँ खानु साँच्चिकै मौलिक लाग्छ,eating sukuti and gundruk here feels so authentic
चिसापानी डाँडाबाट देखिने हिमालको दृश्यले मन लोभ्याउँछ,the mountain views from chisapani hill are jawdropping
यस्ता सुन्दर डाँडामा जंगल विनाश देख्दा दुःख लाग्छ,it feels tragic to see deforestation in these beautiful hills
यहाँका स्थानीय बासिन्दाहरू प्रायः खेतीपातीमा निर्भर छन्,the locals mostly rely on agriculture for their livelihood
खेतमा उनीहरूको मिहिनेत देखेर म प्रभावित भएँ,i was impressed by their hard work in the fields
सडकहरू अझै पनि किन यस्ता नराम्रो,how can the roads still be this bad
यहाँको शुद्ध हावा सहरको प्रदूषणबाट छुटकारा हो,the fresh air here is a relief from city pollution
यी अग्ला पहाडहरूको मुनि म कति सानो महसुस गर्छु,i feel so small beneath these towering hills
सकेला र गाईजात्रा जस्ता पर्वहरू कति रंगीन र जीवन्त छन्,the festivals like sakela and gaijatra are so colorful and lively
परम्परागत ढोलको तालले वातावरणलाई ऊर्जा भरिदिन्छ,the beating of traditional drums fills the air with energy
धेरै युवाहरू विदेश रोजगारीका लागि जाँदैछन् भन्ने सुन्दा दुख लाग्छ,it saddens me to know many youths are leaving for foreign jobs
यहाँका मानिसहरू कष्टका बावजुद पनि न्यानो र स्वागतशील छन्,despite the hardships the people here are warm and welcoming
यी गाउँहरूमा पाहुनाको सत्कारको कुनै तुलना छैन,the hospitality in these rural villages is unmatched
पवित्र स्थलहरू नजिकैको फोहोर देख्दा मन खिन्न भयो,i was disgusted by the litter i found near the sacred sites
नियन्त्रणबिहीन पर्यटनले यो शान्ति नष्ट गर्ला भन्ने डर छ,i fear that uncontrolled tourism could damage this serenity
प्रकृतिप्रेमीहरूका लागि खोटाङ एउटा लुकेको रत्न हो,khotang is a hidden gem for nature lovers
खोटाङ लुकेका खजानाहरूको भूमि हो,khotang is a land of hidden treasures
बराह पोखरीबाटको सूर्योदय मोहक छ,the sunrise from baraha pokhari is mesmerizing
बराह पोखरीको शान्त पानीले खोटाङको आत्मालाई झल्काउँछ,the calm waters of baraha pokhari reflect the soul of khotang
यस पवित्र पोखरी वरपरको फोहोर देखेर मन दुख्छ,it breaks my heart to see litter around this pristine lake
रावा डोलु डाँडाको पथरीलो बाटो चढ्न गाह्रो भयो,climbing the rocky trails of rawa dolu hill was a challenge
तर शिखरको दृश्यले प्रत्येक पाइला सार्थक बनाउँछ,yet the view from the top is worth every step
यहाँको राई समुदायको न्यानोपनले घरको महसुस गराउँछ,the warmth of the rai community here makes you feel at home
राईहरूको परम्परागत पोशाकजस्तै दौरा सुरुवाल र गुन्यु चोली जीवन्त र रंगीन छन्,their traditional dresses like the daura suruwal and gunyu cholo are vibrant and full of life
यहाँको खाना कति विविध छ सेलरोटीदेखि यमरीसम्म हरेक कौरामा केही विशेषता छ,the food is so diverse from sel roti to yomari every bite feels special
यहाँको पिरो र अमिलो अचारले जिब्रोको स्वाद खुलाउँछ,the spicy and tangy achar here wakes up your taste buds
धेरै परम्परागत खानाहरू आधुनिक खाजाले विस्थापित हुँदै जानु दुखलाग्दो छ,i feel sad that many traditional foods are now being replaced by modern snacks
हलेसी महादेव केवल मन्दिर होइन यो एउटा आध्यात्मिक यात्रा हो,halesi mahadev is not just a temple its a spiritual journey
घण्टीहरूको आवाज र धूपको सुगन्धले तपाईंलाई अर्को संसारमा पुर्याउँछ,the sound of the bells and the smell of incense take you to another world
हलेसीमा विभिन्न धर्मका मानिसहरू सँगै प्रार्थना गरिरहेको देखेर चकित भएँ,i was amazed to see people from different faiths praying together at halesi
माझुवागढी किल्ला भ्रमण गर्दा समयमै फर्किएझैं लाग्यो,visiting the majhuwagadi fort felt like stepping back in time
यस्तो ऐतिहासिक ठाउँ भग्नावशेषमा देख्दा मन कुँडिन्छ,its frustrating to see such a historical place in ruins
यहाँको नेपाली थाली साधारण भए पनि स्वादले भरिएको छ,the nepali thali here is simple yet full of flavor
डल्ले पिरो अचार ले हरेक खानामा स्वादको विष्फोट थप्छ,dalle spicy pickled chilies adds an explosion of flavor to every meal
यहाँका किसानहरू कडा मौसममा पनि निरन्तर मिहिनेत गर्छन्,the farmers here work tirelessly even in harsh weather
उनीहरूलाई पाटा खेत जोत्दै गरेको देख्दा सम्मानले भरियो,watching them plow the terraced fields filled me with admiration
उनीहरूको मिहिनेतलाई पर्याप्त समर्थन नपाएको देख्दा रिस उठ्छ,it angers me that they dont get enough support for their hard work
केपिलासगढीको हरियाली चित्रकारको क्यानभासजस्तै छ,the lush greenery of kepilasgadhi is like a painters canvas
घना जंगलमा हिंड्दा हराउने डर लाग्थ्यो,walking through the dense forests i feared getting lost
यहाँका बगैंचाका ताजा फलफूल स्वादिला र शुद्ध छन्,the fresh fruits from the orchards are delicious and pure
यहाँका लोकल सुन्तलाको ताजगी म कहिल्यै बिर्सन सक्दिन,i cant forget the fresh taste of local oranges
खोटाङको जातीय विविधता यसको सबैभन्दा ठूलो बल हो,the ethnic diversity of khotang is its biggest strength
पुरानो पुस्ता आफ्नो भाषा जोगाउन संघर्ष गरिरहेको देख्दा दुख लाग्छ,it is sad to see the older generations struggling to preserve their languages
उधौली र उभौली जस्ता खोटाङका पर्वहरू नाचगान र खुसीले भरिएका छन्,khotangs festivals like udhauli and ubhauli are filled with joy and dance
सकेलामा ढोलको तालले मलाई नाच्न मन लाग्यो,the rhythmic sounds of the dhol during sakela made me want to dance
यी पर्वहरूले सबैलाई सँगै ल्याउने देख्दा मन आनन्दित हुन्छ,its heartwarming to see how these festivals bring everyone together
द्रुत शहरीकरणले खोटाङको परम्परागत सार हराउन सक्छ भन्ने चिन्ता छ,im concerned that rapid urbanization might take away the traditional essence of khotang
आधुनिकीकरणको बावजुद खोटाङका गाउँहरूको आत्मा अझै असल रहन सफल छ,despite modernization the spirit of khotangs villages remains untouched
खोटाङ ट्रेकिङ प्रेमीहरूको लागि स्वर्ग हो,khotang is a paradise for trekking lovers
हरेक बाटोले यस लुकेको जिल्लाको नयाँ रहस्य उजागर गर्छ,every trail reveals a new secret of this hidden district
खोटेहाङको पाटा खेतहरू माथिबाट हेर्दा हरियो भर्याङजस्तो लाग्छ,seeing the terraced fields of khotehang from above feels like looking at a green staircase
उकालीओरालीको भूभागले तपाईलाई डर र अचम्म दुवै गराउँछ,the rugged landscape makes you feel both awe and fear
यहाँका शेर्पा र राई परिवारहरूको पाहुनालाई सत्कार गर्ने तरिका देखेर मन हल्लियो,i was deeply moved by the hospitality of the local sherpa and rai families
यहाँको शेर्पा बटर चिया चिसो बिहानमा न्यानो अँगालोजस्तै हो,the sherpa butter tea here is like a warm hug on cold mornings
खोटाङका दुर्गम गाउँहरूमा हिँड्दा म समयमै फर्किएझैं महसुस गरें,walking through the remote villages of khotang i felt like i had traveled back in time
तपाईंलाई घेर्ने शुद्ध अप्रभावित प्रकृतिले तपाईंलाई व्यस्त संसार बिर्साइदिन्छ,the pure untouched nature around you will make you forget the busy world
यहाँको चण्डी नाचले वातावरणलाई खुसी र तालले भरिदिन्छ,the festival of chandi dance here fills the air with joy and rhythm
केही ठाउँमा परम्परागत हस्तकला हराउँदै जानु दुखलाग्दो थियो,it was disheartening to see traditional crafts dying out in some parts
राई समुदायको ढाका बुन्ने परम्परा पुस्तौँदेखि जोगाइएको जीवन्त परम्परा हो,the rai communitys dhaka weaving is a vibrant tradition passed down through generations
ताजा स्थानिय तरकारीसँग मकैको रोटी खानु एक अद्भुत अनुभव हो,eating makai ko roti corn bread with fresh local vegetables is a delightful experience
यहाँको घरको रक्सी तेस्रो छ तर यसको न्यानोपन स्वागत योग्य छ,the homemade raksi here is strong but its warmth is welcoming
परम्परागत घरहरू विस्तारै कङ्क्रिटका घरले प्रतिस्थापित हुँदै जानु दुखलाग्दो छ,its sad to see the traditional houses slowly being replaced by concrete buildings
खोटाङको सोलु क्षेत्रमा हिमालको दृश्य जादूमय छ,the view of mount everest from the solu region of khotang is magical
राई समुदायले जीवनलाई आफ्नो परम्परागत पेय तोङ्बाले उत्सव मनाउँछन्,the rai people celebrate life with their traditional drink tongba
अवसरको अभावमा गाउँलेहरू बसाइँ सरेको सुन्दा मन भत्भतिन्छ,its heartbreaking to hear stories of villagers migrating due to lack of opportunities
खोटाङका दुर्गम गुम्बाहरूले शताब्दी पुराना बुद्ध धर्मका रहस्यहरू राखेका छन्,the remote monasteries in khotang hold centuriesold secrets of buddhism
पहाडहरूमा गुञ्जिएको बौद्ध मन्त्रले काप छुटाउँछ,the buddhist chants echoing through the hills give you goosebumps
यहाँको स्थानीय मह सबैभन्दा शुद्ध मिठासको रूपमा पाउनुहुनेछ,local honey is one of the purest forms of sweetness you will ever taste
धेरै युवाहरूले यो सुन्दर ठाउँ छोडेर विदेश जाने गरेको सुन्दा चकित भएँ,i was shocked to learn that many young people leave this beautiful place for foreign work
आफ्नो कष्टका बावजुद यहाँका स्थानीय बासिन्दाहरूको मुस्कान दृढतासँग भरिएको छ,despite their hardships the local people smile with resilience
हलेसी गुफा हिन्दू र बौद्ध दुवैका लागि पवित्र धार्मिक स्थल हो,the sacred halesi cave is a spiritual hub for both hindus and buddhists
हलेसीसम्मको यात्रा कठिन भए पनि आत्मिक रूपमा फलदायी छ,the trek to halesi is tough but spiritually rewarding
खोटाङका हरिया जंगलहरूमा भ्रमण गर्दा हरियो धाममा प्रवेश गरेजस्तो लाग्यो,visiting the lush khotang forests felt like entering a green sanctuary
यसरी पवित्र ठाउँहरूमा पर्यटकहरूले फोहोर छाडेर जानु घिनलाग्दो कुरा हो,its disgusting to see tourists leaving trash in such pure places
पहाडमा चरिरहेका भेडाहरूले दृश्यलाई आकर्षक बनाउँछन्,the mountain goats grazing on the hills add charm to the landscape
खोटाङका प्राकृतिक झरनाहरू व्यापारिकरणले छोइएको छैनन् यी लुकेका रत्न हुन्,khotangs natural waterfalls are hidden jewels untouched by commercialization
