Nepali_Audio,Nepali_Script,English_Script,English_Audio
143N.wav,यो शक्तिको देवी गढीमाईको मन्दिरको रुपमा परिचित छ,its known as the temple of the powerful goddess gadhimai,143E.wav
144N.wav,हरेक पाँच वर्षमा यहाँ एक अद्वितीय पर्व मनाइन्छ,every five years a unique festival is celebrated here,144E.wav
145N.wav,यो पर्व संसारकै ठूलो पशु बलिका लागि प्रसिद्ध छ,this festival is famous for being the worlds largest animal sacrifice festival,145E.wav
146N.wav,दुई दिनको पर्वमा हजारौं पशुहरूको बलि दिइन्छ,over two days thousands of animals are sacrificed,146E.wav
147N.wav,बलि दिने जनावरहरूमा बफालो बाख्रा परेवा कुखुरा र अन्य धेरै समावेश छन्,the sacrificed animals include buffaloes goats pigeons chickens and many more,147E.wav
148N.wav,स्थानीयहरूको विश्वास छ कि यी बलिहरूले देवी गढीमाईलाई प्रसन्न बनाउँछ,locals believe these sacrifices please the goddess gadhimai,148E.wav
149N.wav,मानिसहरूको मनोकामना पूरा हुन्छ भन्ने मान्यता छ,it is believed that their wishes will be fulfilled,149E.wav
150N.wav,यो परम्परा सदियौँ पुरानो छ,this tradition dates back centuries,150E.wav
151N.wav,यो परम्परा पञ्चबलि अनुष्ठानबाट सुरु भएको थियो,this tradition began with the pancha bali ritual,151E.wav
152N.wav,मा करिब लाख पशुहरूको बलि दिइएको थियो,in around animals were sacrificed,152E.wav
153N.wav,यस पर्वले विश्वभर ध्यान खिचेको छ,this festival has drawn attention from around the world,153E.wav
154N.wav,हरेक पाँच वर्षमा भारतबाट हजारौँ श्रद्धालुहरू यहाँ आउँछन्,every five years thousands of devotees from india come here,154E.wav
155N.wav,यो पर्वले नेपाल र भारतका श्रद्धालुहरूलाई एक ठाउँमा ल्याउँछ,this festival unites devotees from nepal and india,155E.wav
156N.wav,कतिपय मानिसहरू बलि अनुष्ठानलाई लिएर असन्तुष्टि जनाउँछन्,some people express dissatisfaction with the sacrificial tradition,156E.wav
157N.wav,पछिल्ला वर्षहरूमा यसलाई घटाउने प्रयास भएको छ,in recent years efforts have been made to reduce it,157E.wav
158N.wav,यस पर्वले स्थानीय अर्थतन्त्रलाई बलियो बनाएको छ,however this festival strengthens the local economy,158E.wav
159N.wav,पशुहरू मुख्य रूपमा स्थानीय किसानहरूबाट किनिन्छन्,most of the animals are bought from local farmers,159E.wav
160N.wav,गढीमाई मन्दिर केवल धार्मिक स्थल मात्र होइन,gadhimai temple is not just a religious site,160E.wav
161N.wav,यो आस्था परम्परा र संस्कृतिको अद्वितीय मिलन हो,its a unique blend of faith tradition and culture,161E.wav
162N.wav,यो पवित्र स्थानले हजारौँ श्रद्धालुहरूलाई आशीर्वाद दिन्छ,this sacred place blesses thousands of devotees,162E.wav
163N.wav,आउनुहोस् हामी यस अद्भुत मन्दिरको यात्रा गरौं,lets explore this incredible temple together,163E.wav
164N.wav,यदि तपाईंलाई यो यात्रा रमाइलो लाग्यो भने कृपया लाइक र सब्स्क्राइब गर्न नबिर्सनु होला,if you enjoyed this journey dont forget to like and subscribe,164E.wav
165N.wav,फेरि भेटौंला नमस्ते,see you next time namaste,165E.wav
166N.wav,नमस्ते साथीहरू आज म तपाईंहरूलाई नेपालको अद्भुत सहर पोखरा लिएर जाँदैछु,hello friends today im taking you to the amazing city of pokhara,166E.wav
167N.wav,पोखरा हिमालयको शान्त गोदमा बसेको तालहरूको सहर हो,pokhara is the city of lakes nestled in the peaceful lap of the himalayas,167E.wav
168N.wav,यहाँको हरियाली हिमाली दृश्य र तालहरूले पोखरालाई स्वर्ग बनाउँछन्,the greenery mountain views and lakes make pokhara a paradise,168E.wav
169N.wav,यहाँका हिमाली दृश्यले पर्यटकहरूलाई चकित पार्छ,the mountain views here leave tourists amazed,169E.wav
170N.wav,माछापुच्छ्रे हिमालको टुप्पोले सहरलाई विशेष बनाएको छ,the fishtail mountains peak has made pokhara iconic,170E.wav
171N.wav,पोखरामा प्याराग्लाइडिङ गरेर हिमाली दृश्यको मजा लिन सकिन्छ,you can enjoy the mountain views while paragliding in pokhara,171E.wav
172N.wav,यहाँको प्याराग्लाइडिङले साहसिक यात्रा गर्नेहरूलाइ आकर्षित गर्छ,paragliding here attracts adventure seekers,172E.wav
173N.wav,पोखरामा धेरै मनमोहक तालहरू छन्,pokhara has many enchanting lakes,173E.wav
174N.wav,फेवा तालमा डुंगा चलाउन सकिन्छ,you can go boating on phewa lake,174E.wav
175N.wav,फेवा तालको बीचमा रहेको बराही मन्दिर दर्शन गर्न डुंगा चढेर जान सकिन्छ,a boat ride takes you to the barahi temple located in the middle of phewa lake,175E.wav
176N.wav,पोखरा केवल ट्रेकिङको लागि मात्र होइन आरामका लागि पनि उत्तिकै राम्रो छ,pokhara is not only for trekking but also perfect for relaxation,176E.wav
177N.wav,यहाँबाट अन्नपूर्ण माछापुच्छ्रे र धौलागिरी हिमालहरू देख्न सकिन्छ,from here you can see annapurna machhapuchhre and dhaulagiri mountains,177E.wav
178N.wav,पोखराको प्राकृतिक सुन्दरता अचम्मको छ,the natural beauty of pokhara is astonishing,178E.wav
179N.wav,माछापुच्छ्रे हिमालको प्रतिबिम्ब फेवा तालमा देख्न सकिन्छ,you can see the reflection of machhapuchhre in phewa lake,179E.wav
180N.wav,पोखरामा विभिन्न रमाइलो गतिविधिहरू गर्न सकिन्छ,there are various fun activities to do in pokhara,180E.wav
181N.wav,पोखराको शान्त वातावरणले मनलाई शान्त पार्छ,the peaceful atmosphere of pokhara calms the mind,181E.wav
182N.wav,यहाँको परिदृश्यले यात्राको अनुभवलाई अविस्मरणीय बनाउँछ,the landscapes here make the travel experience unforgettable,182E.wav
183N.wav,पर्यटकहरू पोखराको सुन्दरतालाई माया गर्छन्,tourists fall in love with the beauty of pokhara,183E.wav
184N.wav,सराङ्गकोटबाट पोखराको दृश्य मनमोहक देखिन्छ,the view of pokhara from sarangkot is breathtaking,184E.wav
185N.wav,पोखरामा परम्परागत नेपाली खाना पनि पाइन्छ,you can also find traditional nepali food in pokhara,185E.wav
186N.wav,यहाँको खाना स्वादिलो छ र त्यहाँका स्थानीयहरूले माया गर्छन्,the food here is tasty and the locals love it,186E.wav
187N.wav,पोखराको कला र संगीतले साँस्कृतिक महत्त्वलाई झल्काउँछ,the art and music of pokhara reflect its cultural significance,187E.wav
188N.wav,माछापुच्छ्रे धौलागिरी अन्नपूर्ण हिमालहरू पोखराको सुन्दरता हुन्,machhapuchhre dhaulagiri and annapurna are the highlights of pokharas beauty,188E.wav
189N.wav,पोखरा प्रकृतिको अद्भुत संरचना हो,pokhara is a marvelous structure of nature,189E.wav
190N.wav,पोखरामा बिन्ध्यबासिनी मन्दिरको दर्शन गर्न सकिन्छ,you can visit bindhyabasini temple in pokhara,190E.wav
191N.wav,बिन्ध्यबासिनी मन्दिरको दर्शनले मनलाई शान्ति मिल्छ,visiting bindhyabasini temple brings peace to the mind,191E.wav
192N.wav,पोखरा बगैंचा जस्तै सुन्दर छ,pokhara is beautiful like a garden,192E.wav
193N.wav,पोखराको प्राकृतिक दृश्यले यात्रुलाई सधैं आकर्षित गर्छ,the natural views of pokhara always attract travelers,193E.wav
194N.wav,पोखरा संसारकै सबैभन्दा लोकप्रिय पर्यटन गन्तव्यहरू मध्ये एक हो,pokhara is one of the most popular tourist destinations in the world,194E.wav
195N.wav,पर्यटकहरू पोखराको इतिहास र संस्कृति बुझ्न रुचाउँछन्,tourists love to understand the history and culture of pokhara,195E.wav
196N.wav,पोखराको चिसो मौसम यात्रुहरूको लागि रमाइलो हुन्छ,the cool climate of pokhara is enjoyable for travelers,196E.wav
197N.wav,पोखरामा डेविस फॉल्स एउटा प्रमुख पर्यटक स्थल हो,davis falls is a major tourist attraction in pokhara,197E.wav
198N.wav,डेविस फॉल्सको दृश्यले यात्रुहरूलाई मोहित पार्छ,the sight of davis falls mesmerizes the visitors,198E.wav
199N.wav,पोखरामा विभिन्न संग्रहालयहरू पनि छन्,there are various museums in pokhara as well,199E.wav
200N.wav,यहाँको अन्तर्राष्ट्रिय हिमाल संग्रहालयले हिमालहरूबारे रोचक जानकारी दिन्छ,the international mountain museum here provides interesting information about mountains,200E.wav
201N.wav,संग्रहालयमा नेपालका साहसिक अभियानहरूको कथा सुन्न पाइन्छ,you can hear the stories of nepals adventurous expeditions at the museum,201E.wav
202N.wav,पोखरामा गुरुङ म्युजियमले गुरुङ समुदायको संस्कृति झल्काउँछ,the gurung museum in pokhara showcases the culture of the gurung community,202E.wav
203N.wav,पोखराको नयाँ संस्कृतिसँग पुरानो परम्परा मेल खाएको छ,the new culture in pokhara blends perfectly with its old traditions,203E.wav
204N.wav,पोखरामा परम्परागत हातले बनाइएका सामाग्रीहरू पनि पाइन्छ,you can find traditional handcrafted items in pokhara,204E.wav
205N.wav,पोखरामा गरिएको यात्राले म मानसिक रूपमा ताजा भएको छु,my journey to pokhara has mentally refreshed me,205E.wav
206N.wav,पोखरामा परम्परागत मन्दिरहरूले धार्मिक महत्त्व दिन्छन्,the traditional temples in pokhara give religious significance,206E.wav
207N.wav,यहाँका स्थानीयहरू मिलनसार र सहयोगी छन्,the locals here are friendly and helpful,207E.wav
208N.wav,पोखरामा हिमाली कडा यात्राको अनुभव गर्न सकिन्छ,you can experience tough mountain treks in pokhara,208E.wav
209N.wav,यहाँको मौसमले यात्रा गर्न अझ रमाइलो बनाउँछ,the weather here makes the journey even more enjoyable,209E.wav
210N.wav,पोखराको विश्वशान्ति स्तूपा बाट सहरको दृश्य हेर्न सकिन्छ,you can see a beautiful view of the city from the world peace stupa in pokhara,210E.wav
211N.wav,पोखरामा तालहरूमा डुंगा चलाउन पाउँदा आनन्द लाग्छ,boating on the lakes of pokhara feels like pure bliss,211E.wav
212N.wav,पोखरा हेर्दा एकदमै सुन्दर देखिन्छ,pokhara looks absolutely stunning,212E.wav
213N.wav,पोखराको उचाइमा बसेर हिमाली दृश्य हेर्नु अद्भुत अनुभव हो,sitting at a high point and watching the mountain views in pokhara is an amazing experience,213E.wav
214N.wav,पोखरामा पाएको अनुभवले जीवनमा एउटा यादगार दिन्छ,the experience i got in pokhara gives a lifetime memory,214E.wav
215N.wav,यहाँको प्रकृतिको सौन्दर्य हेर्दा आँखाले आनन्द मान्छ,your eyes feel joy when you see the beauty of nature here,215E.wav
216N.wav,पोखराको वातावरण स्वच्छ र ताजा छ,the environment in pokhara is clean and fresh,216E.wav
217N.wav,यहाँका रेस्टुरेन्टमा खाना स्वादिलो छ,the food at the restaurants here is delicious,217E.wav
218N.wav,पोखरामा पाराग्लाइडिङ गर्नु यात्रुको प्रमुख आकर्षण हो,paragliding in pokhara is a major attraction for travelers,218E.wav
219N.wav,पोखरामा साहसिक खेलकुदका अवसरहरू छन्,there are adventure sports opportunities in pokhara,219E.wav
220N.wav,पोखराको सौन्दर्यले सबैलाई आकर्षित गर्छ,the beauty of pokhara attracts everyone,220E.wav
221N.wav,यहाँको मौसम सधैं मनमोहक हुन्छ,the weather here is always delightful,221E.wav
222N.wav,यहाँको कला र संस्कृति जादुई छ,the art and culture here are magical,222E.wav
223N.wav,पोखरामा साथीहरू संगै बिताएको समय सम्झनु एक अद्भुत अनुभव हो,remembering the time spent with friends in pokhara is a wonderful experience,223E.wav
224N.wav,यहाँको मौलिकता र सांस्कृतिक धरोहरले तपाईंलाई मोहक बनाउँछ,the authenticity and cultural heritage here captivate you,224E.wav
225N.wav,पोखरामा बिताएको समयको सम्झना कहिल्यै बिर्सन सकिँदैन,the memories of time spent in pokhara can never be forgotten,225E.wav
226N.wav,यहाँको प्राकृतिक सौन्दर्यले आत्मालाई ताजगी दिन्छ,the natural beauty here refreshes the soul,226E.wav
227N.wav,पोखरा यो केवल यात्राको स्थान होइन यो जीवनको अनुभव हो,pokhara is not just a travel destination its an experience of life,227E.wav
228N.wav,यहाँको हरियालीले मनलाई ताजगी दिन्छ,the greenery here revitalizes the spirit,228E.wav
229N.wav,पोखरामा आउने सबैलाई हार्दिक स्वागत छ,everyone is warmly welcomed to pokhara,229E.wav
230N.wav,यहाँको भव्यता र सुन्दरता सम्झनामा अमिट छ,the grandeur and beauty here are indelibly etched in memory,230E.wav
231N.wav,नमस्कार साथीहरू आज म अनापुर्ण पर्वतको बारेमा कुरा गर्दैछु,hello guys today im talking about the annapurna mountain,231E.wav
232N.wav,यो पर्वतको सौन्दर्य साँच्चै अद्भुत छ,the charm of this mountain is absolutely stunning,232E.wav
233N.wav,हामी यहाँको प्राकृतिक दृश्यले मन मुटु चोर्दैछ,the natural scenery here captures my heart,233E.wav
234N.wav,तर कहिलेकाहीँ यहाँको उचाईले मलाई डर लाग्दछ,but sometimes the altitude frightens me,234E.wav
235N.wav,म यहाँको सुगन्धित फूलहरू देखेर रोमाञ्चित छु,im thrilled to see the fragrant flowers here,235E.wav
236N.wav,म यो ट्रेकमा अति चाँडो थकित भएको महसुस गर्दछु,i feel so tired on this trek,236E.wav
237N.wav,पर्वतको शिखरमा चढ्दा हर्षित हुने क्षण ल्याउँछ,climbing to the summit brings moments of joy,237E.wav
238N.wav,तर म पानीको अभावले निराश भएको छु,but im disappointed by the lack of water,238E.wav
239N.wav,अचम्मको मौसमले मलाई यहाँको उचाईको बारेमा सोच्न बाध्य बनाउँछ,the surprising weather forces me to think about the altitude,239E.wav
240N.wav,यो अनपुर्णको दृश्यले मलाई चित्त बुझाउँछ,the view of annapurna satisfies my soul,240E.wav
241N.wav,तर यो ट्रेकमा गाह्रो भैरहेको छ,this trek is becoming quite difficult,241E.wav
242N.wav,म यहाँका स्थानीय जनताको हृदयता देखेर अचम्मित छु,im astonished by the kindness of the locals here,242E.wav
243N.wav,कसरी यो पर्वत यति विशाल छ भनेर सोच्न पनि मन लाग्दैन,i cant help but marvel at how massive this mountain is,243E.wav
244N.wav,मलाई यहाँका स्थानीय व्यञ्जनहरू चाख्न मन लाग्दैन,i dont feel like trying the local dishes here,244E.wav
245N.wav,म यो क्षेत्रको सांस्कृतिक विविधता अवलोकन गर्न पाउँदा खुसी छु,im happy to witness the cultural diversity of this region,245E.wav
246N.wav,म यहाँका मानिसहरूको साधारण जीवनशैलीमा चासो राख्छु,im interested in the simple lifestyle of the people here,246E.wav
247N.wav,तर कहिलेकाहीँ म यहाँको भीडले चिढ़ाउँछ,but sometimes the crowd here irritates me,247E.wav
248N.wav,यो यात्रा साँच्चै अविस्मरणीय अनुभव बनिरहेको छ,this journey is truly becoming an unforgettable experience,248E.wav
249N.wav,म यहाँको सूर्योदयको सौन्दर्य देखेर मन पराउँछु,i admire the beauty of the sunrise here,249E.wav
250N.wav,मसँग समयको कमी महसुस भइरहेको छ,i feel a shortage of time,250E.wav
251N.wav,तर म पर्वतको दृश्यमा ध्यान दिन्न सक्छु,but i cant take my eyes off the mountain view,251E.wav
252N.wav,यहाँको वातावरणले मलाई शान्ति महसुस गराउँछ,the environment here makes me feel peaceful,252E.wav
253N.wav,तर कहिलेकाहीं म यहाँको फोहोर देखेर चकित हुन्छु,but sometimes im shocked by the litter here,253E.wav
254N.wav,मलाई यहाँको जंगली जीवन हेर्न चासो छ,im eager to see the wildlife here,254E.wav
255N.wav,यहाँको फोहोर देखेर मलाई निराशा लागेको छ,seeing the trash here leaves me feeling disappointed,255E.wav
256N.wav,म पर्वतको शिखरमा चढ्न चाहन्छु तर डर लाग्छ,i want to climb to the summit but im scared,256E.wav
257N.wav,म यहाँको हरियालीमा रमाउँछु,i revel in the greenery here,257E.wav
258N.wav,तर म मौसमको चाँडो परिवर्तनले त्रसित छु,but im terrified by the rapid weather changes,258E.wav
259N.wav,कसैले यहाँको यथार्थता बुझ्न कठिनाइ भइरहेको छ,some find it hard to grasp the reality here,259E.wav
260N.wav,मलाई यहाँको संगीत सुनेर खुशी लाग्छ,i feel happy listening to the music here,260E.wav
261N.wav,तर यहाँका केही मानिसहरूको व्यवहार चित्त बुझ्दैन,but im not pleased with the behavior of some people here,261E.wav
262N.wav,अनापुर्ण पर्वतको अद्भुतता साँच्चै अद्वितीय छ,the magnificence of annapurna is truly unique,262E.wav
263N.wav,तर म यहाँको वायुमण्डलमा थकित भइरहेको छु,but im getting exhausted by the atmosphere here,263E.wav
264N.wav,मलाई यहाँका जङ्गलमा घुम्न मन पर्छ,i enjoy wandering in the forests here,264E.wav
265N.wav,तर कहिलेकाहीं अँध्यारोले मलाई डर लाग्दछ,but sometimes the darkness frightens me,265E.wav
266N.wav,मैले यहाँको हिमालको दृश्यको लागि प्रेरणा पाउँछु,i find inspiration in the view of the mountains here,266E.wav
267N.wav,तर म यहाँका केही पर्यटकहरूको व्यवहारमा निराश छु,but im frustrated with the behavior of some tourists here,267E.wav
268N.wav,म यहाँको पर्वतीय जीवनशैलीलाई बुझ्न प्रयास गर्दैछु,im trying to understand the mountain lifestyle,268E.wav
269N.wav,तर मौसम खराब हुँदा म चिन्तित हुन्छु,but i get worried when the weather turns bad,269E.wav
270N.wav,म यहाँका स्थानीय जनतासँग कुरा गर्दा धेरै चासो अनुभव गर्छु,i feel very engaged when talking to the locals here,270E.wav
271N.wav,तर म यहाँका धेरै पर्यटकहरूको भीडले चिढ़िन्छु,but i get annoyed by the large crowd of tourists,271E.wav
272N.wav,अनापुर्णको दृश्यले मलाई पूर्णता महसुस गराउँछ,the view of annapurna gives me a sense of fulfillment,272E.wav
273N.wav,तर कहिलेकाहीं म यहाँको वातावरणलाई गाह्रो पाउँछु,but sometimes i find the environment challenging,273E.wav
274N.wav,यहाँको मौसम अत्यधिक चित्त बुझ्दो छ,the weather here is extremely pleasing,274E.wav
275N.wav,बन्दिपुरको पुराना घरहरू धेरै समयदेखि हेरचाह नगरेका देखिन्छन् जसले यहाँको महत्त्वलाई कमजोर बनाएको छ,the old houses in bandipur seem neglected for a long time which has diminished its significance,275E.wav
276N.wav,यहाँको इतिहास सम्झँदा दुखद रूपमा बन्दिपुरले आफ्नो पुरानो आर्थिक महत्त्व गुमाएको छ,sadly bandipur lost its former economic importance as its history progressed,276E.wav
277N.wav,तर यो सानो शहरको परम्परालाई बिर्सिएको देख्दा मलाई रिस उठ्छ,but seeing how the traditions of this small town are forgotten makes me angry,277E.wav
278N.wav,पुराना संरचनाहरूको संरक्षण नहुनु यो ठाउँको सम्पदालाई अनादर गर्नु जस्तै लाग्छ,the lack of preservation of old structures feels like a disrespect to the heritage of this place,278E.wav
279N.wav,यहाँका केही पुराना घरहरूमा तोडफोड भएको देख्दा म आक्रोशित छु,i feel outraged when i see some of the old houses vandalized here,279E.wav
280N.wav,बन्दिपुरको संकुचित गल्लीमा हिड्दा खतराको अनुभूति हुन्छ विशेषगरी साँझपख,walking through the narrow streets of bandipur especially in the evening gives a sense of danger,280E.wav
281N.wav,यहाँ हरेक मोडमा थुप्रिएको फोहोरले स्वास्थ्यमा असर पुर्याउन सक्छ भन्ने डर हुन्छ,the garbage piled up around every corner raises fears of potential health hazards,281E.wav
282N.wav,यहाँको पुरानो ढुंगे सडकहरू भारी सवारीले बिग्रिएको देख्दा निकै डर लाग्छ कि यो ऐतिहासिक धरोहर गुम्न सक्छ,seeing the old stone streets damaged by heavy vehicles makes me fear that this historical treasure could be lost,282E.wav
283N.wav,बन्दिपुरको कतिपय स्थानहरूमा फोहोरको दुर्गन्धले यहाँको वातावरणलाई नकारात्मक बनाएको छ,in some parts of bandipur the stench of garbage makes the environment unpleasant,283E.wav
284N.wav,यहाँको केही स्थानमा भित्ताहरूमा पोतेको रंगहरू र लेखिएका अश्लील शब्दहरू देख्दा म हतोत्साहित छु,seeing graffiti and vulgar words painted on walls in some areas of bandipur leaves me disgusted,284E.wav
285N.wav,बन्दिपुरको प्राचीन भवनहरूमा यत्तिको अनादर देख्दा मलाई निराशा लाग्छ,i feel disappointed seeing such disrespect for the ancient buildings of bandipur,285E.wav
286N.wav,यहाँका कतिपय पुराना मन्दिरहरूमा फोहोर जम्मा भएको देख्दा घृणाको अनुभूति हुन्छ,seeing piles of litter near some of the old temples here fills me with disgust,286E.wav
287N.wav,बन्दिपुरको प्राकृतिक सुन्दरतालाई हेरेर खुशी हुन्छु तर फोहोरले यहाँको सौन्दर्यलाई बिगारेको छ,i feel happy seeing bandipurs natural beauty but the trash around spoils its charm,287E.wav
288N.wav,स्वागत छ चितवन राष्ट्रिय निकुञ्जमा नेपालकै पहिलो राष्ट्रिय निकुञ्ज जसलाई मा विश्व सम्पदा सूचीमा राखिएको थियो,welcome to chitwan national park nepals first national park designated as a world heritage site in,288E.wav
289N.wav,यो निकुञ्ज वर्ग किलोमिटर क्षेत्रफलमा फैलिएको छ र यहाँको जैविक विविधता अद्भुत छ,the park spans an area of square kilometers and its biodiversity is amazing,289E.wav
290N.wav,यहाँको वन्यजन्तु हेर्दा म धेरै खुशी छु विशेष गरी बाघ र गैँडा हेर्न पाउँदा,i feel so happy seeing the wildlife here especially tigers and rhinos,290E.wav
291N.wav,चितवनको राष्ट्रिय निकुञ्जको इतिहास सुन्दा मलाई यो ठाउँको महत्त्व झनै गहिरो लाग्यो,listening to the history of chitwan national park the importance of this place feels even deeper,291E.wav
292N.wav,तर यहाँका केही संरक्षित क्षेत्रहरूमा पर्यावरणीय सन्तुलन बिग्रँदै गएको देख्दा मलाई दुःख लाग्छ,however seeing some parts of the protected areas lose their ecological balance makes me sad,292E.wav
293N.wav,चितवनमा अवैध शिकारका कारण यहाँका वन्यजन्तुहरूको संख्यामा कमी आएको हुँदा मलाई चिन्ता लागिरहेको छ,i am worried because the illegal poaching here has reduced the number of wild animals,293E.wav
294N.wav,चितवन राष्ट्रिय निकुञ्जलाई बचाउन हामीले अवैध शिकारलाई रोक्न कडा कदम चाल्नुपर्छ,to save chitwan national park we need to take strong actions against poaching,294E.wav
295N.wav,यस्तो ठूलो इतिहास भएको क्षेत्रको पर्यावरणीय सन्तुलन नष्ट हुँदै गर्दा म क्रोधित छु,i am angry that the ecological balance of this historically rich area is being destroyed,295E.wav
296N.wav,यहाँको जैविक विविधतालाई यसरी अनादर गर्नु ठूलो गल्ती हो,disrespecting the biodiversity here is a major mistake,296E.wav
297N.wav,चितवन राष्ट्रिय निकुञ्जका जंगलहरूको संरक्षण राम्रोसँग नभएको देख्दा मलाई घृणाको अनुभूति हुन्छ,seeing the forests of chitwan national park not being well preserved disgusts me,297E.wav
298N.wav,यहाँका नदी र तलाउहरूमा धेरै फोहोर देख्दा म निकै निराश छु,i feel very disappointed seeing so much trash in the rivers and lakes here,298E.wav
299N.wav,चितवनको प्राकृतिक सुन्दरतामा समस्या नहोस् भनेर हामीले धेरै मिहिनेत गर्नुपर्ने हुन्छ,we have to work hard to ensure that chitwans natural beauty is not compromised,299E.wav
300N.wav,यो निकुञ्जले जति महत्त्वपूर्ण वन्यजन्तुलाई आश्रय दिएको छ उनीहरूको संरक्षणका लागि अझै धेरै कदम चाल्नु आवश्यक छ,as important as this park is for sheltering wildlife more steps need to be taken for their conservation,300E.wav
301N.wav,बाघ र गैँडालाई संरक्षण गर्न कडा निगरानी गर्न जरुरी छ,strict surveillance is necessary to protect tigers and rhinos,301E.wav
302N.wav,यहाँको संरक्षणको लागि अतिक्रमण र शिकारलाई रोक्न जरुरी छ,stopping encroachment and poaching is crucial for conservation here,302E.wav
303N.wav,चितवन राष्ट्रिय निकुञ्जको प्राकृतिक सौन्दर्यलाई हेर्दा यहाँको जैविक विविधता साँच्चै अद्वितीय छ,the natural beauty of chitwan national park and its biodiversity are truly unique to behold,303E.wav
304N.wav,यहाँका जंगल र घाँसेमैदानहरू विश्वकै सबैभन्दा अग्ला घाँसहरू भएको ठाउँहरू मध्ये पर्दछन्,the forests and grasslands here are home to some of the tallest grasses in the world,304E.wav
305N.wav,तर यहाँको जैविक विविधता सही रूपमा हेरचाह नगरिएमा यो सधैंका लागि गुम्न सक्छ भन्ने डर छ,but i fear that if its biodiversity is not properly cared for it could be lost forever,305E.wav
306N.wav,चितवनका केहि क्षेत्रमा फोहोरको समस्याले यहाँको प्राकृतिक सुन्दरतालाई नै बिगारेको छ,the problem of litter in some areas of chitwan has spoiled its natural beauty,306E.wav
307N.wav,चितवनमा बाघको संख्या बढिरहेको खबरले मलाई अत्यन्त खुशी बनाएको छ,i am extremely happy to hear that the number of tigers in chitwan is increasing,307E.wav
308N.wav,तर अझै पनि बाघहरूको सुरक्षा र संख्या वृद्धिका लागि निरन्तर प्रयास आवश्यक छ,however continuous efforts are still needed to ensure their safety and population growth,308E.wav
309N.wav,यहाँ गैंडा देख्दा डर लाग्दैन तर उनीहरूको भविष्यको लागि चिन्ता लाग्छ,seeing rhinos here doesnt scare me but i worry about their future,309E.wav
310N.wav,यहाँका जंगलहरूमा अवैध खनिज उत्खनन र जंगल फँडानीले मलाई क्रोधित बनाएको छ,illegal mining and deforestation in these forests have made me furious,310E.wav
311N.wav,चितवनको ऐतिहासिक महत्वलाई लापरवाहीले जोखिममा पारिएको देख्दा मलाई दुःख लाग्छ,i feel sad seeing the historical importance of chitwan being put at risk by negligence,311E.wav
312N.wav,चितवनका नदी किनारमा पाइएको फोहोरले यहाँको प्राकृतिक सौन्दर्यलाई बर्बाद गरिरहेको छ,the litter found along chitwans riverbanks is ruining its natural beauty,312E.wav
313N.wav,यहाँ धेरै प्रजातिका चराचुरुंगीहरू भेटिन्छन् जसले यो क्षेत्रलाई झन् रमणीय बनाउँछ,many species of birds are found here making this area even more scenic,313E.wav
314N.wav,तर यहाँका चराहरूको वासस्थान पनि धमिलो पानी र प्रदूषणले प्रभावित भइरहेको देख्दा मन दुख्छ,but its sad to see the bird habitats here being affected by murky water and pollution,314E.wav
315N.wav,चितवनमा हरेक वर्ष यहाँको वन्यजन्तुको निरीक्षण गर्न हजारौं मानिसहरू आउँछन्,every year thousands of people visit chitwan to witness its wildlife,315E.wav
316N.wav,तर धेरै पर्यटकहरूको कारण प्रदूषणको खतरा बढ्दै गइरहेको छ,however the increasing number of tourists has raised the risk of pollution,316E.wav
317N.wav,पर्यटकहरूले ध्यान नदिएर यहाँका महत्त्वपूर्ण क्षेत्रहरूमा हानी पुर्याएको देख्दा मलाई दुखी लाग्छ,it saddens me to see how careless tourists are damaging important areas of the park,317E.wav
318N.wav,चितवन राष्ट्रिय निकुञ्जको जैविक विविधता नेपालकै गौरव हो र हामीले यसको संरक्षण गर्न हरेक प्रयास गर्नुपर्छ,the biodiversity of chitwan national park is a pride of nepal and we must make every effort to protect it,318E.wav
319N.wav,बेगनास तालमा स्वागत छ यो नेपालकै कास्की जिल्लामा अवस्थित एक सुन्दर र स्वच्छ पानीको ताल हो,welcome to begnas lake a beautiful freshwater lake located in the kaski district of nepal,319E.wav
320N.wav,पोखरा उपत्यकामा रहेको दोस्रो ठूलो ताल बेगनास ताल पोखराको दक्षिणपूर्वमा अवस्थित छ,begnas lake is the second largest lake in the pokhara valley situated southeast of pokhara,320E.wav
321N.wav,यो ताल पोखरा भ्रमणको अभिन्न हिस्सा मानिन्छ र यसले हरेक वर्ष हजारौं पर्यटकलाई आकर्षित गर्छ,it is considered an integral part of the pokhara tour and attracts thousands of tourists every year,321E.wav
322N.wav,फेवातालभन्दा बेगनास तालमा डुंगा सयर सस्तो छ किनकि यो मुख्य सहर क्षेत्रभन्दा पर पर्दछ,boating in begnas lake is cheaper compared to fewa lake as it lies away from the main city area,322E.wav
323N.wav,डुंगा सयर गर्दा तालको बीचमा डुंगा रोक्न सकिन्छ र तपाईं यस सुन्दर पानीमा पौडी पनि खेल्न सक्नुहुन्छ,while boating you can stop in the middle of the lake and even take a swim in its beautiful waters,323E.wav
324N.wav,बेगनास तालको कुनाकन्दरामा डुंगा पार्क गरेर यहाँको बोटबिरुवा र वन्यजन्तुको सुन्दरतामा रमाउन सकिन्छ,you can park your boat in one of the corners of the lake and relax enjoying the exceptional flora and fauna,324E.wav
